Query Number,Time,SQLStatement
290,0.00128375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=145
290,0.00128375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=145
290,0.00128375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=145
290,0.00128375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=145
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
292,0.0013315,SELECT itemID FROM dataminingdb.itemsets WHERE transId=146
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
294,0.00130975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=147
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
296,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=148
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
298,0.00131375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=149
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
300,0.00132025,SELECT itemID FROM dataminingdb.itemsets WHERE transId=150
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
302,0.0012975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=151
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
304,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=152
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
306,0.00130675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=153
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
308,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=154
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
310,0.001327,SELECT itemID FROM dataminingdb.itemsets WHERE transId=155
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
312,0.001299,SELECT itemID FROM dataminingdb.itemsets WHERE transId=156
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
314,0.0013115,SELECT itemID FROM dataminingdb.itemsets WHERE transId=157
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
316,0.00132175,SELECT itemID FROM dataminingdb.itemsets WHERE transId=158
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
318,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=159
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
320,0.001298,SELECT itemID FROM dataminingdb.itemsets WHERE transId=160
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
322,0.00131225,SELECT itemID FROM dataminingdb.itemsets WHERE transId=161
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
324,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=162
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
326,0.001304,SELECT itemID FROM dataminingdb.itemsets WHERE transId=163
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
328,0.0013705,SELECT itemID FROM dataminingdb.itemsets WHERE transId=164
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
330,0.00129925,SELECT itemID FROM dataminingdb.itemsets WHERE transId=165
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
332,0.001303,SELECT itemID FROM dataminingdb.itemsets WHERE transId=166
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
334,0.001294,SELECT itemID FROM dataminingdb.itemsets WHERE transId=167
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
336,0.00130725,SELECT itemID FROM dataminingdb.itemsets WHERE transId=168
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
338,0.0012865,SELECT itemID FROM dataminingdb.itemsets WHERE transId=169
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
340,0.001296,SELECT itemID FROM dataminingdb.itemsets WHERE transId=170
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
342,0.001316,SELECT itemID FROM dataminingdb.itemsets WHERE transId=171
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
344,0.0013205,SELECT itemID FROM dataminingdb.itemsets WHERE transId=172
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
346,0.0013,SELECT itemID FROM dataminingdb.itemsets WHERE transId=173
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
348,0.00130375,SELECT itemID FROM dataminingdb.itemsets WHERE transId=174
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
350,0.0012985,SELECT itemID FROM dataminingdb.itemsets WHERE transId=175
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
352,0.00133675,SELECT itemID FROM dataminingdb.itemsets WHERE transId=176
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
354,0.001364,SELECT itemID FROM dataminingdb.itemsets WHERE transId=177
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
356,0.0013215,SELECT itemID FROM dataminingdb.itemsets WHERE transId=178
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
358,0.001319,SELECT itemID FROM dataminingdb.itemsets WHERE transId=179
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
360,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=180
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
362,0.00131475,SELECT itemID FROM dataminingdb.itemsets WHERE transId=181
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
364,0.001317,SELECT itemID FROM dataminingdb.itemsets WHERE transId=182
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
366,0.00131975,SELECT itemID FROM dataminingdb.itemsets WHERE transId=183
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
368,0.00130125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=184
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
370,0.001328,SELECT itemID FROM dataminingdb.itemsets WHERE transId=185
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
372,0.0013295,SELECT itemID FROM dataminingdb.itemsets WHERE transId=186
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
374,0.00133625,SELECT itemID FROM dataminingdb.itemsets WHERE transId=187
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
376,0.00133525,SELECT itemID FROM dataminingdb.itemsets WHERE transId=188
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
378,0.00131075,SELECT itemID FROM dataminingdb.itemsets WHERE transId=189
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
380,0.0013125,SELECT itemID FROM dataminingdb.itemsets WHERE transId=190
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
382,0.001312,SELECT itemID FROM dataminingdb.itemsets WHERE transId=191
